smiles,Hf_298,S_298,Cp_300,Cp_400,Cp_500,Cp_600,Cp_800,Cp_1000,Cp_1500
CC1(C)COCC(C)(OO)C1,-101.0900,102.7200,49.7900,64.0200,76.3400,86.5300,102.0100,113.1700,130.2500
C#Cc1ccccc1,76.7800,78.2900,27.3900,35.5400,42.2100,47.5100,55.2600,60.6400,68.6200
CC1(C)COCC(COO)C1,-94.8200,107.6700,50.1300,63.8700,76.0300,86.2000,101.7700,113.0300,130.2200
CCc1ccccc1O,-35.4600,91.8400,35.7500,45.9300,54.5700,61.5800,72.0500,79.4500,90.6600
CC(C)(COO)C1OC1(C)C,-79.8500,108.8600,52.3500,65.6500,77.2000,86.8300,101.6600,112.5100,129.3200
COc1ccccc1C,-25.7000,88.7600,34.5300,44.3700,53.1100,60.4000,71.4800,79.3800,91.2400
CC(C)(C)C1OC1(C)COO,-79.3400,112.4700,52.4300,65.6200,77.1400,86.7200,101.4100,112.1200,128.6900
Cc1ccc(C)c(O)c1,-38.6500,90.4700,34.9100,44.8000,53.4100,60.5100,71.2100,78.8100,90.3200
CC1COC1C(C)(C)COO,-79.6500,107.5700,49.5600,63.3700,75.5700,85.7600,101.3900,112.7100,130.0300
C=c1ccc(=C)cc1,53.5800,78.1200,29.4200,38.6300,46.3200,52.5300,61.7700,68.2900,78.0500
CC(C)(C)C1OCC1(C)OO,-81.5900,106.7900,52.1800,66.1200,78.0800,87.8700,102.6800,113.3700,129.8300
C=c1ccccc1=C,59.9900,79.6400,29.3400,38.6000,46.3300,52.5600,61.8100,68.3100,78.0600
CC(C)=CC(C)(C)COO,-44.1300,112.6000,53.1000,64.4700,74.4800,82.9600,96.3300,106.3600,122.2400
CC(C)(C)C1OCC1COO,-77.7100,103.5800,49.6600,64.2300,76.7800,87.0600,102.5200,113.5900,130.4900
c1ccc2c(c1)CC2,48.3600,78.9300,26.7100,36.3200,44.5800,51.2800,61.1400,67.9800,78.0200
CC(=CC(C)(C)C)COO,-43.5300,120.8500,51.7900,63.1100,73.3200,81.9600,95.4700,105.5000,121.2700
CC(C)(COO)CC1(C)CO1,-77.0900,106.4500,51.1600,65.0500,77.1100,87.1000,102.3200,113.3400,130.2900
C=C=C1C=CC(C)=C1,75.8900,85.0000,31.0400,39.4900,46.6700,52.5500,61.4100,67.7300,77.2900
C=C(C)CC(C)(C)COO,-46.7100,107.1000,49.0800,61.7900,73.0400,82.4400,96.9200,107.5000,123.9100
C=Cc1ccccc1,36.0900,81.9400,28.1500,37.4500,45.3600,51.7300,61.1000,67.6200,77.2900
C=C(C)C(OO)C(C)(C)C,-49.9100,104.9700,50.0400,63.1600,74.5400,83.9000,98.1000,108.3800,124.3200
CC(C)(C)CC1(COO)CO1,-76.1800,107.9000,50.5800,64.9800,77.3900,87.5200,102.6900,113.5000,130.0000
C=C(COO)CC(C)(C)C,-45.4300,103.2400,49.5600,63.2900,74.9900,84.5000,98.7600,108.9900,124.7400
CC(C)(COO)CC1COC1,-71.0500,104.9000,45.9500,59.4600,71.8100,82.2300,98.2000,109.7000,127.3000
CC(C)(C)C(OO)C1COC1,-74.5600,104.2600,49.0300,63.5800,76.2500,86.6500,102.3000,113.4700,130.4600
CC(C)(C)CC1(OO)COC1,-75.4400,104.1700,50.8300,65.6400,78.4200,88.7600,103.9600,114.6000,130.6500
CC(C)=CC1(C)COC1,-24.7400,98.6900,41.7200,53.3800,63.6700,72.2100,85.2200,94.6400,109.0800
C=C(C)CC1(C)COC1,-25.0000,89.0800,38.8800,51.0200,61.6900,70.5800,84.2500,94.1700,109.4500
Cc1ccccc1C,4.5700,83.5100,31.1200,40.3200,48.5700,55.5200,66.1900,73.8700,85.4800
CCc1ccccc1,7.3100,85.6900,30.3000,40.3600,49.2200,56.5500,67.6300,75.4900,87.3000
CC(C)CC1(C)COC1,-52.9000,93.1500,42.3100,55.6000,67.3700,77.1600,92.0900,102.8900,119.3800
CC(C)C1OCC1(C)C,-58.9900,95.3100,44.0400,56.6600,67.7800,77.0800,91.4700,102.0300,118.3600
CC1(C)COC(C)(C)C1,-79.6300,90.3800,41.5500,54.5800,66.0100,75.5300,90.1900,100.9700,117.8500
CC1COCC(C)(C)C1,-76.9400,93.2700,41.7700,54.7800,66.3200,76.0300,91.0600,102.0500,118.9000
CC(C)(C)C1OC1(C)C,-58.9700,104.7000,47.0300,58.8200,69.1400,77.7700,91.2000,101.1800,116.8500
C=CC(C)C(C)C=C,6.3400,93.7700,39.1700,50.2600,60.0400,68.2400,80.9400,90.2800,104.8000
CC1COC1C(C)(C)C,-59.1100,93.7600,41.7500,54.3500,65.6500,75.1500,89.8600,100.6600,117.6100
C=CC(C)CC=CC,6.3300,104.5100,41.0900,51.0300,60.0400,67.6900,79.6800,88.6000,102.5500
CC(C)(C)CC1(C)CO1,-55.9300,101.9400,44.6400,57.3300,68.4600,77.6800,91.7600,102.0200,117.8700
CC=CCCC=CC,5.9100,106.7200,40.1900,49.9000,58.8500,66.5600,78.7800,87.9100,102.1900
CC(C)(C)CC1COC1,-51.7200,96.6400,41.8200,55.2300,67.1800,77.0700,92.0000,102.6800,118.8700
C=C(C)CCC(=C)C,3.3200,99.2400,42.8900,52.2700,60.7900,68.1700,80.0000,88.9500,103.1000
CC(C)C(=O)C(C)(C)C,-81.7900,103.9000,47.6800,59.0300,69.1200,77.6900,91.2300,101.3800,117.3600
CC(C)CC(C)(C)COO,-73.7600,112.5300,50.0400,63.8700,76.1900,86.5300,102.5300,114.2500,132.4300
CC(C)C(OO)C(C)(C)C,-74.2600,111.9400,53.5600,66.7000,78.2500,87.9300,103.0000,114.1900,131.7900
CC(C)(C)CC(C)(C)OO,-78.6000,105.7400,53.6200,67.8200,79.9400,89.8600,104.9300,115.9400,133.1800
CC(COO)CC(C)(C)C,-74.4500,105.8100,51.7000,65.8400,78.2200,88.5200,104.3100,115.8300,133.7000
O=Cc1ccccc1COO,-33.8200,98.3900,39.6800,49.7700,58.5300,65.7000,76.2800,83.5600,94.1700
CC(C)=CC(C)(C)C,-25.3500,104.4400,44.0100,54.1700,63.6200,71.8400,85.0000,94.9400,110.6500
C=C(C)CC(C)(C)C,-26.6500,96.2600,45.9400,56.3600,65.9700,74.2500,87.3200,97.0500,112.2900
Cc1ccccc1OCOO,-50.8700,102.1400,43.4000,54.7600,64.0500,71.5000,82.6400,90.5600,102.5600
CC(C)CC(C)(C=O)COO,-94.9500,108.5400,52.2500,65.9300,77.8300,87.6900,102.7800,113.7200,130.5300
O=Cc1ccccc1C=O,-33.5400,91.3700,33.1100,41.8600,49.3900,55.5600,64.6900,70.9500,79.9200
CC(C)C(OO)C(C)(C)C=O,-96.1800,109.5900,53.2200,66.1400,77.5300,87.1000,101.9000,112.7400,129.5000
CC(C)CC(C)(C)C,-54.4200,97.3100,43.8900,56.9200,68.5300,78.2700,93.3500,104.4600,121.7700
CC(COO)CC(C)(C)C=O,-98.2500,106.7700,51.7600,65.4300,77.3400,87.2600,102.4600,113.4900,130.4400
c1ccc2occc2c1,3.2000,78.0400,27.0400,36.4800,44.3400,50.5800,59.5400,65.5500,74.1700
CC(C)C(=O)C(C)(C)COO,-101.7200,109.4400,53.1200,66.3900,77.8600,87.3900,102.0600,112.7900,129.4600
O=C=Cc1ccccc1,14.1000,86.3400,30.1300,38.7400,45.9000,51.6400,60.0400,65.8300,74.2800
CC(C)(C)C(=O)C(C)(C)OO,-102.1800,113.8600,55.8500,68.3700,79.0000,87.8200,101.5300,111.7300,127.8200
CC(COO)C(=O)C(C)(C)C,-101.2400,113.2500,53.9100,66.5300,77.5700,86.8500,101.2900,111.9400,128.5400
Cc1ccccc1COO,-13.4100,96.1100,39.1400,49.5300,58.5500,65.9900,77.1700,85.0800,96.9500
Cc1ccc(COO)cc1,-13.6100,99.3900,37.6400,48.4700,57.9000,65.6700,77.2800,85.4400,97.6200
C=C(C)COOCC(=C)C,-12.3600,105.1200,46.1000,57.8400,68.2200,76.9800,90.5900,100.5600,115.8900
CC(C)CC1(COO)COC1,-72.3700,103.2800,48.5000,63.0200,75.7600,86.3100,102.2800,113.7200,131.0900
c1ccc2c(c1)CCO2,-12.6500,81.4500,29.0900,39.2800,48.0700,55.2200,65.7300,72.9700,83.5000
CC(C)C(OO)C1(C)COC1,-74.9300,103.2000,49.6500,64.0500,76.5200,86.7700,102.2700,113.3900,130.3800
C=Cc1ccccc1O,-6.0200,88.5300,33.9700,43.2100,50.9700,57.1900,66.3000,72.6200,82.1100
CC1(CC(C)(C)OO)COC1,-77.1900,109.3300,50.3200,64.3200,76.8000,87.2700,103.3100,114.9000,132.5500
Cc1ccc(C=O)cc1,-17.4500,88.4900,31.3700,40.5400,48.5800,55.2400,65.2700,72.3100,82.6700
CC(COO)CC1(C)COC1,-72.4800,103.9600,48.4200,62.8500,75.5300,86.0400,102.0300,113.5100,130.9700
CC(C)C1OCC1(C)COO,-76.8500,110.2600,51.8300,65.0100,76.6000,86.3300,101.3700,112.3600,129.3200
C=C1C(=O)C=CC=C1C,4.5400,85.6000,33.2800,42.5700,50.3700,56.7200,66.2200,72.9100,82.9000
CC1(C)COC1C(C)(C)OO,-83.2400,106.5500,52.5800,67.0000,79.0000,88.5700,102.8000,113.0900,129.1300
O=CCc1ccccc1,-11.3800,94.2600,30.9200,40.2300,48.3200,54.9400,64.8200,71.7200,81.8800
CC(COO)C1OCC1(C)C,-78.2300,104.8100,50.7400,64.8500,76.8700,86.7800,101.9700,113.0300,130.0400
CC1(COO)COC(C)(C)C1,-101.8400,101.3700,49.2600,63.9800,76.6100,86.9400,102.4600,113.5700,130.5100
CC1(C)COC(C)(C)C1OO,-100.0200,105.3400,51.7200,65.7200,77.7200,87.5700,102.4700,113.2100,129.7500
CC1(C)COC(C)(COO)C1,-100.0300,101.9700,49.7600,64.3700,76.8500,87.0600,102.4500,113.5100,130.4300
CC1COCC(C)(COO)C1,-97.8100,101.9200,47.6100,62.0200,74.7200,85.3000,101.4800,113.1300,130.8000
OCCc1ccccc1,-29.5800,90.4900,37.0700,46.8900,55.1800,62.0100,72.3800,79.8500,91.2600
CC1COCC(C)(C)C1OO,-96.9400,106.0200,49.6200,63.3000,75.3700,85.4700,100.9600,112.1700,129.3100
C#CCc1ccccc1,73.4000,85.8800,29.7700,39.3600,47.4400,53.9700,63.6500,70.4400,80.5800
C1=Cc2ccccc2C1,38.9800,79.7900,29.1600,39.6300,48.4900,55.6100,66.0100,73.1500,83.5600
Cc1ccc(C)c(C)c1,-3.5300,93.5400,36.6400,47.2100,56.7900,64.9100,77.4900,86.5900,100.4000
Cc1ccc(C=O)c(C)c1,-25.0200,95.1700,37.2600,47.7600,57.0500,64.8300,76.6900,85.1000,97.6100
Cc1cc(C)cc(C)c1,-4.1600,95.8700,34.9600,45.7500,55.4700,63.6800,76.3500,85.5000,99.3600
Cc1ccc(C=O)cc1C,-25.7100,94.2400,37.9000,47.9100,56.8700,64.4400,76.0600,84.3600,96.7400
Cc1ccc(COO)c(C)c1,-21.8300,106.7800,44.2600,55.9200,66.1500,74.6900,87.6600,96.9300,110.9300
c1ccc2c(c1)CCC2,14.4700,81.9800,30.7000,42.0400,51.9200,60.0100,72.0500,80.4400,92.8200
CCc1ccccc1C,-0.2100,88.9100,36.4800,47.4200,57.1100,65.2500,77.7400,86.7600,100.4600
Cc1ccc2c(c1)COC2,-15.7200,91.9400,34.2200,45.4400,55.4000,63.6600,76.0700,84.7600,97.5000
Cc1ccc(COO)cc1C,-21.3800,106.0400,46.2800,57.1900,66.8700,75.0800,87.7600,96.9300,110.8800
C=c1ccc(=C)c(C)c1,44.8100,85.9100,35.3300,45.9000,54.7500,61.9500,72.7800,80.5100,92.2100
O=C1C=Cc2ccccc21,15.9500,83.5500,30.7700,40.5300,48.6600,55.1300,64.4700,70.7700,79.7600
Cc1ccc(C=O)c(COO)c1,-42.8800,107.7800,44.5000,56.1300,66.2700,74.6500,87.1800,95.9400,108.8500
C=c1ccc(C)cc1=C,51.0300,87.5100,35.3800,45.6600,54.4200,61.6200,72.5200,80.3200,92.1100
Cc1ccc2c(c1)CC2,40.0800,83.5000,29.9900,40.7700,50.2000,57.9800,69.6400,77.8400,90.0100
C=Cc1ccccc1C,28.9000,90.4800,34.9600,45.0300,53.7400,60.9200,71.7700,79.5200,91.2300
C=Cc1ccccc1C=O,8.8300,92.4000,34.9400,45.2100,54.0700,61.2600,71.7100,78.7900,88.9500
Cc1ccc(C=O)c(C=O)c1,-43.1300,95.8200,36.3000,46.2400,54.9700,62.2300,73.1600,80.7900,91.9000
C1=Cc2ccccc2CC1,30.3900,85.1300,33.6400,45.6400,55.9900,64.4300,76.9400,85.6200,98.3700
C#CC=Cc1ccccc1,92.2700,92.6500,35.4000,45.7700,54.3800,61.2600,71.3000,78.2500,88.4900
C#Cc1ccccc1C#C,133.9400,88.6200,35.3000,44.4200,51.6300,57.3000,65.5500,71.2700,79.7800
C=C1C=Cc2ccccc21,57.6800,84.4500,32.7900,43.8100,53.0000,60.3600,71.0600,78.4000,89.0900
CC1C=Cc2ccccc21,32.1500,85.5900,34.9300,46.9300,57.0600,65.2300,77.2100,85.5200,97.7900
c1ccc2ccccc2c1,35.8300,79.5700,31.3400,42.5200,51.9400,59.5100,70.5300,78.0500,88.9500
C=CC=Cc1ccccc1,49.4200,93.8800,36.3900,47.8800,57.7300,65.7200,77.5100,85.7100,97.8600
c1ccc(CCc2ccccc2)cc1,32.7600,110.6000,50.6400,67.3100,81.1900,92.3700,108.9000,120.4600,137.6500
OOC(Cc1ccccc1)c1ccccc1,9.7000,120.2200,58.4000,76.0500,90.8100,102.6200,119.8500,131.7200,149.2200
O=C(c1ccccc1)C(OO)c1ccccc1,-13.9300,124.9700,58.3800,75.7500,90.2400,101.7400,118.2500,129.4000,145.5000
Cc1ccccc1CCc1ccccc1C,15.8000,119.3600,60.2000,79.8300,96.9300,111.0200,132.1500,147.0200,169.1000
OOCc1cccc2ccccc12,10.1600,102.8700,44.2700,57.8800,69.4300,78.7400,92.3200,101.6000,115.1100
Cc1cccc2ccccc12,27.8300,88.7600,37.5500,49.8300,60.2800,68.7800,81.3800,90.1500,103.0400
O=Cc1cccc2ccccc12,7.6800,92.6500,37.9400,49.9000,60.0500,68.2600,80.2800,88.4500,100.1500
Cc1c(O)ccc2ccccc12,-14.1100,94.0900,42.0400,54.4400,64.9700,73.5100,86.1100,94.8300,107.7100
Cc1cccc2cccc(O)c12,-11.6700,92.4700,43.0900,56.0000,66.5200,74.8900,87.0900,95.5400,108.0600
C=C1C(=O)C=Cc2ccccc21,21.6500,94.2200,38.6800,50.7200,60.7900,68.8700,80.6300,88.6400,100.1800
C,-15.9100,44.4600,8.5200,9.6500,11.0400,12.4400,15.0000,17.1300,20.6600
CC(C)C,-32.2200,70.5200,23.3000,29.8000,35.6900,40.6900,48.6000,54.5100,63.7300
CC(C)CC(C)C,-48.2400,93.4000,41.7700,53.8900,63.9500,72.1000,84.5200,93.6900,107.8300
CCC(C)C(C)C,-46.4700,96.9700,40.8400,52.6200,62.7200,71.0100,83.7000,93.0300,107.5200
CC(C)C(C)C(C)C,-51.9500,100.2900,46.4900,59.8700,71.5500,81.2600,96.0600,106.7000,122.7700
CC(C)(C)CC(C)(C)C,-57.8300,101.0000,50.3600,65.2200,78.7800,90.3400,108.1200,120.6800,138.7800
CC(C)C(OO)C(C)C,-67.2500,109.2900,50.4500,63.8500,74.6400,83.0700,95.5500,104.5800,118.4600
CC(C)CC(C)(C)OO,-70.3900,113.0700,50.0400,61.4900,71.9900,80.9600,93.8800,103.3600,117.6100
CC(C)CC(C)COO,-65.8400,114.8000,51.2200,63.7000,74.0900,82.5100,95.1800,104.4100,118.2800
[CH3],35.0300,46.5100,9.4100,10.1500,10.8900,11.5900,12.9200,14.1100,16.3100
[CH2]C,28.6800,59.1700,12.2600,14.7900,17.2100,19.3700,22.9500,25.7500,30.2800
[CH2]CC,23.9800,67.9100,17.4100,21.5900,25.4200,28.7200,34.0500,38.1200,44.5700
C[CH]C,20.8200,69.1000,16.2800,20.2200,24.0900,27.5500,33.2600,37.5500,44.3200
[CH2]C(C)C,17.5500,76.0600,23.0800,28.9800,34.2300,38.6600,45.6300,50.8500,59.0200
[CH2]CCC,19.3100,78.8200,22.8600,28.6200,33.8400,38.3000,45.3700,50.6800,58.9900
C[CH]CC,16.1400,80.4200,21.8000,27.2200,32.4000,36.9300,44.3400,49.9100,58.6100
C[C](C)C,12.1400,85.0800,28.7300,36.1800,42.8500,48.4800,57.2300,63.7000,73.6900
[CH2]C(C)(C)C,10.1100,78.4600,28.8600,36.5600,43.3300,48.9700,57.6800,64.0000,73.8200
[CH2]C(C)CC,12.9200,87.1800,28.2500,35.7600,42.4600,48.0900,56.8900,63.4000,73.4600
[CH2]CCCC,14.3700,86.8100,28.7100,35.9100,42.4300,47.9800,56.7400,63.2600,73.4400
C[CH]C(C)C,9.9600,86.9700,27.7100,34.7800,41.3400,46.9900,55.9300,62.6700,73.0900
C[CH]CCC,11.3000,89.4100,27.1600,34.3800,41.0500,46.7900,55.8900,62.6800,73.1500
[CH2]CC(C)(C)C,4.5700,88.6500,33.9800,43.3200,51.6200,58.5700,69.2100,76.8700,88.5400
CC[CH]CCC,6.5000,99.3100,32.5300,41.4400,49.4900,56.4000,67.2400,75.2600,87.6100
[CH2]C(C)(C)CC,6.0000,89.6800,34.6900,43.7100,51.7400,58.4800,68.9300,76.5700,88.3000
C[C](C)C(C)C,2.2200,93.6300,32.5800,40.8300,48.5900,55.3900,66.2100,74.4100,87.1100
C[CH]C(C)(C)C,2.7500,90.6500,33.1900,42.1600,50.3000,57.2000,67.9200,75.7800,87.9400
C[CH]CCCC,6.3100,98.5300,33.0700,41.7800,49.7800,56.6200,67.4000,75.3900,87.7100
[CH2]C(C)C(C)C,7.2600,93.6700,34.4900,43.2900,51.1100,57.7500,68.0900,75.8100,87.8100
[CH2]CCCCC,9.5200,97.6600,34.3900,43.0300,50.9400,57.6600,68.1900,75.9700,87.9400
[CH2]CC(C)C(C)C,2.3400,100.7200,41.1900,51.7100,60.9300,68.6400,80.5600,89.3300,102.8600
CC(C)[CH]C(C)C,-0.9800,101.8600,39.1400,49.6000,58.9900,66.8700,79.1700,88.2400,102.1100
CC[CH]CCCC,2.2600,109.5300,39.3500,49.5300,58.8600,66.7500,79.0700,88.2000,102.2200
[CH2]C(CC)C(C)C,2.4100,101.1400,40.1200,50.8100,60.3800,68.3700,80.6200,89.5000,103.0400
CCC[CH]CCC,2.0300,108.9900,38.3900,48.8800,58.4800,66.6500,79.2200,88.3200,102.4200
C[C](C)CC(C)C,-4.1500,100.4500,38.2500,48.6100,58.1000,66.1700,78.7700,88.0000,102.1200
C[CH]C(C)C(C)C,-0.4400,101.5700,39.8300,49.8400,59.0700,66.9500,79.3200,88.4300,102.3900
C[CH]CCCCC,1.9100,109.0700,38.7300,48.9000,58.3400,66.3600,78.9700,88.1500,102.2100
[CH2]C(C)CC(C)C,1.5800,100.8700,41.8400,52.4400,61.5400,69.0600,80.7800,89.4500,102.8000
CC[C](C)C(C)C,-1.9800,103.9900,38.3000,48.2600,57.5400,65.5500,78.0900,87.3900,101.6600
CCC(C)[C](C)C,-2.8700,101.2800,38.7100,48.6700,57.9900,66.0400,78.7000,88.0100,102.2000
[CH2]C(C)C(C)CC,2.6400,99.6600,41.3600,52.5700,61.9700,69.5700,81.1700,89.7000,103.0200
[CH2]CCCCCC,4.6600,107.2900,40.0700,50.1900,59.5500,67.4400,79.7800,88.8000,102.6200
[CH2]C(C(C)C)C(C)C,-3.8300,100.9400,45.8700,59.6400,71.8300,81.6600,95.7300,105.2600,119.3300
C[C](C(C)C)C(C)C,-8.2300,104.9500,43.9100,56.4700,67.8700,77.4000,91.7900,102.0400,117.3000
C[C](C)CC(C)(C)C,-11.5600,104.3600,43.4700,55.6900,66.9900,76.6100,91.4400,102.0100,117.6700
C[C](C)C(C)C(C)C,-8.7900,106.7600,44.3900,55.9600,66.7600,76.0400,90.5700,101.1700,117.1700
CC(C)[CH]C(C)(C)C,-8.3600,104.3600,45.6500,58.1800,69.3900,78.7200,92.7800,102.7700,117.7200
[CH2]C(C)C(C)C(C)C,-3.0500,103.2400,46.9600,60.5000,72.0100,81.1800,94.5200,103.9200,118.3200
[CH2]C(C)(C)CC(C)C,-4.3000,102.8800,47.9800,60.4100,71.2800,80.3200,94.1000,103.9400,118.7100
[CH2]C(C)CC(C)(C)C,-4.4700,104.3700,46.1800,58.5800,69.6100,78.8400,92.9300,103.1300,118.1700
CO[O],2.9600,64.4800,12.0300,14.1300,16.2100,18.0400,20.9500,23.0900,26.3600
CCO[O],-5.5600,74.0800,17.7000,21.4500,24.8900,27.8100,32.3500,35.6700,40.7600
CC(C)O[O],-14.7300,81.0500,24.0700,29.2700,33.8500,37.7100,43.7300,48.1900,55.0600
CCCO[O],-10.2300,83.5700,23.3400,28.6900,33.5500,37.6400,43.9000,48.4300,55.3000
CCCCO[O],-15.0400,93.1700,29.3000,35.9800,42.1000,47.2600,55.2000,60.9700,69.7100
CC(C)(C)O[O],-24.5100,84.7000,30.5500,37.4600,43.3200,48.1500,55.6000,61.0900,69.6300
CC(C)CO[O],-16.9600,89.9700,29.6700,36.3300,42.4400,47.5700,55.4400,61.1300,69.7700
CCC(C)O[O],-19.4200,91.6000,29.7400,36.4800,42.4600,47.4700,55.2100,60.8800,69.6100
CCC(C)CO[O],-21.1800,100.8700,35.7100,43.5400,50.8000,56.9800,66.5800,73.5600,84.1900
CCCCCO[O],-19.8900,102.7500,35.1100,43.2000,50.7000,57.0300,66.7600,73.7500,84.3200
CC(C)C(C)O[O],-25.1200,97.3900,36.6700,44.5800,51.6500,57.5600,66.8400,73.6400,84.1100
CC(C)(C)CO[O],-24.8000,93.6600,34.1400,43.1500,51.0900,57.6300,67.4400,74.3700,84.6700
CC(C)CCO[O],-21.5000,99.6200,35.3700,43.6100,51.0200,57.2500,66.8500,73.7300,84.2700
CCCC(C)O[O],-24.2700,101.4200,35.6700,43.6800,50.8300,56.8600,66.2700,73.1900,83.8400
CCC(C)(C)O[O],-28.6200,95.1400,37.0500,45.3900,52.4900,58.3500,67.3700,73.9900,84.2200
CCC(CC)O[O],-24.0800,98.2900,35.9900,44.4900,51.9400,58.0900,67.4300,74.1600,84.4500
CC(O[O])C(C)(C)C,-32.4900,100.5500,41.1300,51.3400,60.2700,67.6900,78.9900,87.1000,99.2500
CC(C)C(C)(C)O[O],-34.1300,99.9100,43.4800,53.6400,62.0700,68.9500,79.4700,87.1600,98.9900
CC(C)C(C)CO[O],-26.7800,106.3200,42.2700,51.9100,60.4100,67.4900,78.4200,86.4100,98.6600
CC(C)(C)CCO[O],-28.2200,103.0400,40.8100,50.7500,59.7600,67.3200,78.8300,87.0200,99.2200
CCC(C)(C)CO[O],-28.3300,102.7900,41.7200,51.7800,60.7600,68.2900,79.7200,87.8200,99.7400
CC(C)C(O[O])C(C)C,-36.1800,106.9100,48.7600,61.9200,72.4100,80.5200,92.3700,100.9500,114.1000
CC(C)CC(C)(C)O[O],-39.2400,107.1500,49.6700,61.5100,71.7200,80.1000,92.6500,101.5300,114.7500
[CH2]COO,12.6200,78.6900,20.6700,23.8900,26.8000,29.2500,33.0600,35.8800,40.3300
[CH2]CCOO,6.3200,86.3200,27.8400,33.0200,37.2000,40.5300,45.5700,49.2900,55.1800
[CH2]C(C)OO,3.6100,86.6700,27.1900,31.8400,35.9600,39.4100,44.7300,48.6600,54.8200
C[CH]COO,4.2200,89.7300,25.1700,29.8900,34.1800,37.9100,43.6500,47.9300,54.5100
[CH2]CCCOO,1.2600,97.0600,32.1600,38.6800,44.5500,49.4800,56.5000,61.7300,69.6400
[CH2]C(CC)OO,-0.9500,95.0900,34.0000,40.0500,45.3000,49.6800,56.4500,61.4700,69.3400
C[CH]CCOO,-1.2000,97.1100,32.7000,38.7600,44.1900,48.7800,55.9200,61.1800,69.3100
CC[CH]COO,0.2600,97.4400,32.5100,38.3700,43.7200,48.2700,55.4200,60.7500,68.9600
[CH2]C(C)(C)OO,-5.5200,90.7800,34.0200,40.2700,45.6300,50.0300,56.7500,61.6800,69.4200
C[CH]C(C)OO,-4.4500,95.8300,32.3400,38.2100,43.5400,48.0800,55.2100,60.5200,68.8100
[CH2]CC(C)OO,-2.1400,95.2100,32.9400,39.3800,45.0300,49.7400,56.5700,61.6700,69.5000
C[C](C)COO,-5.2400,95.1900,29.0700,35.5800,41.4500,46.4300,54.1700,59.8500,68.5200
[CH2]C(C)COO,0.0000,96.4800,31.5000,37.9000,43.6500,48.5500,55.8200,61.2000,69.3700
[CH2]C(CC)COO,-4.5800,105.0500,38.9900,46.6900,53.3600,58.9400,67.5600,73.9400,83.8700
[CH2]C(CCC)OO,-5.8300,103.7700,40.1300,47.7500,54.3400,59.8200,68.2700,74.4700,84.1000
[CH2]CC(C)(C)OO,-11.8000,98.7800,40.4500,48.3400,55.0000,60.4300,68.7000,74.7300,84.1400
[CH2]CCCCOO,-3.5400,106.8600,38.2100,45.8600,52.8200,58.7800,67.5400,74.1000,84.0500
CC[C](C)COO,-8.9800,108.1300,36.2400,43.5800,50.5000,56.4100,65.6400,72.4900,83.0200
C[CH]CCCOO,-6.4500,108.9900,36.3600,44.0000,51.1400,57.3300,66.4500,73.2900,83.5900
C[CH]C(C)COO,-7.5000,105.1500,38.6500,45.7300,52.1800,57.7900,66.4400,72.9900,83.1700
[CH2]CC(C)COO,-5.4100,105.8800,39.2700,46.5700,52.9700,58.4600,66.9800,73.3900,83.4000
CC[CH]CCOO,-6.3100,108.6800,36.2400,43.8100,51.0000,57.2700,66.4300,73.2700,83.5500
CCC[CH]COO,-5.1500,105.0300,42.7200,49.8600,55.8300,60.8400,68.7500,74.7200,84.1400
CC(C)[CH]COO,-6.0300,104.8400,38.7800,45.9000,52.4500,58.0300,66.7900,73.2700,83.3300
C[CH]C(C)(C)OO,-13.6400,101.2100,39.1000,46.5200,53.1200,58.6800,67.2900,73.6600,83.5300
C[CH]C(CC)OO,-9.3600,105.0300,38.3000,45.5800,52.2200,57.8700,66.7100,73.2000,83.3500
CC[CH]C(C)OO,-9.5300,104.7900,37.5300,45.2000,52.0100,57.7700,66.7300,73.3000,83.5200
C[CH]CC(C)OO,-9.9400,103.2700,38.4200,46.4100,53.3400,59.0500,67.7400,74.0700,83.8500
[CH2]CCC(C)OO,-7.0400,105.8800,39.0000,46.3900,52.9200,58.5200,67.1800,73.6200,83.5800
[CH2]C(C)(CC)OO,-10.1200,99.6500,40.5000,48.6800,55.4900,60.9600,69.0700,74.9500,84.0500
[CH2]CC(CC)OO,-7.1500,103.2700,40.9200,48.6600,54.9900,60.1700,68.2500,74.3200,83.9400
C[C](C)C(C)OO,-13.7800,102.7400,37.2500,44.8500,51.7500,57.4500,66.4800,73.0100,83.2200
[CH2]C(C)C(C)OO,-8.2000,101.1500,39.2100,47.3600,54.2400,59.8500,68.2800,74.4200,83.9700
[CH2]C(OO)C(C)C,-7.3200,100.4700,40.4200,48.1100,54.6100,59.9700,68.2700,74.4200,83.9900
[CH2]C(C)(C)COO,-7.1900,101.8300,36.8600,44.8500,52.0600,58.2000,67.2300,73.8700,83.8800
C[C](C)CCOO,-9.8500,103.8500,38.9000,45.6300,51.9400,57.4500,66.3000,72.9800,83.2900
[CH2]C(C)CCOO,-4.8600,103.7800,38.6800,46.5600,53.4600,59.2600,67.8500,74.2200,83.9700
[CH2]CC(C)(C)COO,-12.3900,108.8000,44.1900,53.4800,61.9000,69.1100,79.6900,87.4100,98.9400
C[CH]C(C)(C)COO,-14.4200,112.4900,42.6600,51.4900,59.8700,67.2200,78.1200,86.1600,98.1900
